Per_Gene_Counts_Unaffected_Unaffected,Unaffected_Affected,Affected_Unaffected,Affected_Affected
23,0,6,1
37,1,1,0
30,0,3,1
32,4,1,0
32,1,2,0
36,1,2,0
42,3,1,1
31,1,1,0
40,1,3,0
36,0,4,1
44,0,1,0
32,1,3,0
43,2,10,0
46,0,2,0
32,5,1,0
43,0,2,0
39,1,0,0
46,1,1,0
38,1,5,1
36,1,0,0
30,0,0,0
40,0,3,0
34,2,0,0
40,0,5,2
44,1,0,0
48,0,1,0
32,3,0,0
43,3,2,0
37,1,2,0
41,1,1,0
40,1,0,0
34,1,1,0
43,1,3,0
27,4,2,0
32,1,0,0
38,1,2,0
47,0,1,0
29,0,0,0
48,1,2,1
41,0,3,0
32,2,0,0
43,2,0,0
46,1,0,0
39,1,1,0
31,0,0,0
37,1,1,0
42,2,1,0
33,1,1,0
35,2,2,0
38,3,8,0
31,0,3,0
47,0,2,0
48,0,1,0
29,0,10,0
29,0,6,1
37,4,4,0
41,0,1,0
45,2,1,0
43,2,2,0
30,2,2,0
28,1,7,1
31,1,1,0
39,1,0,1
35,3,1,0
35,2,1,0
29,0,0,0
36,1,1,0
58,1,1,0
44,2,4,0
48,0,2,0
35,2,4,1
48,1,2,0
32,0,1,0
36,0,1,0
47,0,1,0
32,1,4,0
39,0,5,0
40,0,1,0
46,3,2,0
41,2,2,1
26,0,8,1
35,0,1,0
45,0,1,0
37,2,1,0
39,2,1,0
53,3,1,1
27,1,0,0
43,5,2,0
35,0,1,0
32,2,0,0
33,1,5,0
37,0,1,0
38,1,1,0
40,3,2,1
29,0,3,1
39,1,3,0
32,1,6,0
34,1,10,0
33,0,1,0
41,0,0,0
38,1,0,0
27,0,1,0
40,0,1,0
32,1,2,0
41,0,1,0
39,1,0,0
33,1,3,0
24,1,12,0
49,0,0,0
39,1,0,0
27,2,5,1
42,0,2,0
33,0,1,0
40,1,3,0
54,1,0,0
53,0,0,0
39,0,1,0
38,2,2,0
39,1,0,0
35,0,1,0
46,0,0,0
37,2,0,0
46,1,0,0
43,1,0,0
34,2,1,0
27,1,2,0
30,0,0,0
29,0,1,0
44,1,1,0
45,1,2,0
25,1,3,0
34,1,1,0
33,2,8,0
42,2,1,0
30,3,0,0
28,0,8,0
33,1,2,0
30,2,1,0
42,5,2,0
28,3,3,0
40,1,1,0
37,0,3,0
27,2,1,0
35,0,2,0
29,1,7,1
40,1,3,0
37,0,2,0
32,1,2,0
37,2,1,0
27,1,3,0
30,1,1,0
30,4,0,1
33,1,2,0
41,0,1,0
49,0,1,0
28,3,2,2
35,1,3,0
44,2,0,0
36,0,1,1
45,3,0,0
40,1,2,0
44,1,4,0
31,1,1,0
38,0,6,0
47,1,1,0
42,0,1,0
39,0,2,0
36,2,1,0
36,0,1,0
37,1,1,0
34,1,0,0
35,2,1,0
29,1,3,0
40,2,2,0
46,0,0,1
37,2,2,0
47,3,1,0
37,0,2,0
34,0,2,0
26,2,3,0
47,0,1,0
33,2,2,0
33,1,3,0
30,1,5,0
32,2,4,0
37,0,1,0
41,0,3,0
23,1,8,0
34,1,2,0
44,1,4,0
40,2,2,2
27,0,2,0
36,2,2,0
26,3,17,0
33,1,0,0
39,2,3,0
36,2,0,0
40,0,0,1
37,0,1,0
52,1,3,0
41,0,2,0
34,1,2,0
35,2,2,1
30,0,0,0
38,2,1,0
32,0,4,0
38,1,1,0
40,0,1,0
34,0,1,1
43,1,1,0
37,1,2,0
42,3,2,0
32,3,2,0
37,1,2,0
30,0,11,2
38,1,1,0
36,1,1,0
32,0,1,0
38,1,3,0
50,5,0,1
37,3,0,0
35,1,3,0
41,0,2,0
37,4,1,0
37,1,1,0
20,1,5,0
43,2,2,0
36,0,0,0
39,0,1,0
43,1,2,1
32,2,3,0
36,2,3,0
41,2,2,0
28,1,3,0
35,0,1,0
26,1,1,0
40,0,2,0
45,3,0,0
35,0,1,0
39,3,0,1
23,1,7,1
28,0,7,0
39,1,5,0
29,1,6,0
39,0,3,0
33,0,6,0
32,0,1,0
47,2,0,0
27,0,2,0
30,2,0,0
36,1,1,0
40,0,3,0
36,2,5,0
34,3,2,0
41,0,0,0
32,1,0,1
32,1,1,0
36,1,2,0
30,1,4,0
38,1,5,0
45,0,1,0
33,2,1,0
32,3,0,1
34,1,2,0
44,1,0,0
30,1,0,0
34,1,0,0
39,2,3,0
41,0,1,0
33,0,2,0
43,1,1,0
34,1,2,0
34,0,0,0
38,1,3,0
42,0,0,0
45,1,1,0
28,3,2,0
35,1,2,0
39,2,0,0
30,0,2,0
36,1,2,0
43,3,3,0
30,0,2,0
31,2,2,0
42,0,0,0
31,0,0,0
35,0,1,0
31,1,1,0
41,1,1,0
36,6,0,0
32,1,1,0
26,3,6,1
41,2,5,0
43,0,0,0
43,1,0,0
41,1,1,0
35,0,2,0
31,1,3,0
37,0,0,0
30,0,1,0
31,0,8,0
32,1,1,0
42,2,4,0
35,2,8,1
31,1,0,0
41,1,2,0
38,0,1,0
39,0,1,0
31,0,1,0
49,3,0,0
30,1,3,0
33,3,3,1
31,0,2,0
27,0,3,0
37,2,1,0
39,1,4,1
38,0,3,0
23,1,1,0
28,0,6,0
32,1,8,1
32,3,2,0
34,1,0,0
30,1,0,0
35,0,0,0
36,0,3,0
38,0,0,0
42,2,1,0
33,0,3,0
46,2,3,0
35,0,12,0
35,0,5,0
32,1,2,0
50,3,0,0
33,0,5,0
29,3,3,0
41,0,2,0
47,0,1,0
20,0,1,0
30,1,2,0
34,1,4,0
33,0,1,0
33,1,1,1
39,0,5,0
43,3,4,0
36,0,1,0
30,0,7,0
34,0,4,1
33,1,1,0
26,0,2,0
38,2,2,0
36,2,1,0
28,0,1,0
30,1,0,0
33,1,3,1
35,1,2,0
37,0,4,0
47,3,4,0
46,0,1,0
37,3,2,0
30,1,5,0
26,0,0,0
38,0,1,0
42,0,2,0
33,0,0,0
36,2,2,0
33,3,3,0
44,0,4,2
32,1,1,0
38,2,7,1
33,4,1,0
41,3,1,0
36,2,8,0
37,1,2,0
30,0,2,0
31,1,8,1
30,3,1,0
37,1,2,0
39,0,3,0
34,1,2,0
45,0,3,0
33,0,1,0
38,0,0,0
41,2,8,0
39,1,2,1
45,0,4,0
44,1,1,0
25,2,4,1
39,4,8,0
40,2,1,0
42,1,2,0
36,0,2,0
39,0,0,0
57,1,3,0
47,1,3,0
32,0,12,0
41,1,2,0
25,2,6,0
33,0,2,0
41,1,2,1
28,3,1,0
36,3,1,0
44,1,1,0
25,2,2,0
48,0,1,0
32,0,1,0
44,0,5,0
36,0,2,0
42,0,3,0
29,1,4,0
28,4,0,0
46,2,0,1
55,3,2,0
46,0,3,0
36,2,2,0
51,2,3,0
26,2,1,0
42,1,4,0
31,1,1,1
41,1,3,0
37,1,3,0
31,1,6,2
45,0,1,0
43,2,1,0
43,0,3,0
35,3,1,0
36,3,0,0
25,2,6,0
34,1,2,0
34,1,1,0
31,4,4,0
34,1,2,0
39,2,1,0
45,2,0,0
48,0,2,0
48,1,0,0
33,1,1,0
31,2,1,0
43,3,2,0
35,1,2,0
43,1,2,0
40,1,1,0
38,0,1,0
30,0,1,0
38,0,1,0
47,1,1,0
36,0,3,0
43,0,3,0
41,2,1,0
38,1,3,0
43,0,1,0
36,2,8,0
44,0,2,0
34,2,0,0
35,2,0,0
35,4,2,0
44,0,1,0
37,2,8,0
38,1,6,0
30,1,0,0
32,0,1,0
38,1,0,0
33,0,5,0
41,0,2,0
28,1,11,0
50,0,1,0
42,4,0,0
30,1,0,0
34,3,4,0
37,3,3,0
26,1,0,0
45,2,0,0
50,0,4,0
30,1,2,0
30,0,2,0
43,2,0,0
38,1,1,0
35,1,3,0
27,0,4,0
46,0,1,0
28,4,13,1
41,1,2,0
38,0,2,0
33,1,0,0
41,6,4,0
28,0,2,0
39,0,6,1
40,0,3,0
38,2,2,0
28,2,3,0
30,2,2,0
45,0,0,0
30,0,1,0
41,0,1,0
40,2,2,0
40,0,3,0
41,0,15,0
26,1,7,0
30,1,1,0
36,2,3,0
28,2,2,0
41,2,2,0
24,1,9,0
32,0,2,0
21,0,0,0
39,0,4,2
39,1,2,0
33,1,1,0
40,1,0,0
44,0,2,0
34,3,1,0
35,0,1,0
32,3,1,0
29,1,3,0
53,0,1,0
43,0,6,0
47,0,1,0
39,1,2,0
27,0,2,0
22,0,1,0
34,2,2,0
40,0,3,0
45,4,1,0
49,1,1,0
42,0,1,0
42,1,1,0
40,3,3,0
33,1,3,0
41,0,3,1
37,0,1,0
41,1,5,0
36,2,0,0
30,1,3,0
25,0,1,0
40,2,0,0
44,0,5,0
45,0,2,0
36,2,0,0
36,0,0,0
38,0,1,0
46,1,2,0
29,2,0,0
39,1,1,0
43,1,0,0
44,0,1,0
37,3,3,0
25,1,17,0
42,0,1,0
43,0,1,0
36,0,2,0
31,4,4,0
28,1,2,0
42,2,0,1
31,0,3,0
38,1,2,0
38,0,3,0
35,2,1,0
30,3,0,0
34,0,0,0
35,0,0,0
43,1,2,0
40,0,4,0
32,1,3,0
44,0,0,0
39,1,3,1
30,1,2,0
31,3,1,0
41,2,2,0
33,1,2,0
32,0,6,0
41,0,4,0
36,1,4,0
37,1,5,0
44,0,0,0
30,1,1,0
40,0,1,0
35,1,1,0
31,2,1,0
25,1,0,1
55,5,0,0
17,0,13,1
39,0,1,1
32,2,0,0
38,1,4,0
43,1,3,0
47,0,1,0
45,0,3,0
40,1,2,0
38,0,2,0
28,1,2,0
34,2,2,0
41,2,0,0
42,0,0,0
36,0,3,0
40,2,2,0
29,2,2,0
54,2,5,0
39,0,2,1
31,2,2,0
39,0,4,0
48,2,0,0
50,0,3,0
36,0,1,1
29,1,2,0
34,0,1,0
34,0,1,0
43,2,2,0
34,0,9,0
44,0,1,0
27,3,0,0
29,1,10,0
49,2,3,0
34,2,5,0
36,0,1,0
33,4,0,1
39,1,1,0
43,0,1,0
46,0,0,0
38,0,1,0
41,2,1,1
32,6,0,0
38,0,2,1
40,1,2,0
44,0,1,0
32,2,3,0
35,0,7,0
37,0,1,0
34,0,1,0
35,1,3,0
36,3,2,1
39,1,0,0
43,0,4,0
39,2,3,0
34,1,2,0
32,0,1,0
38,2,1,0
43,0,1,0
37,1,6,0
34,2,3,0
37,0,0,0
37,3,10,0
32,0,1,0
27,0,0,0
29,1,2,1
42,1,0,0
47,0,2,1
34,2,0,0
36,2,3,1
35,0,3,0
39,0,1,0
24,1,2,0
42,2,1,0
39,1,0,0
44,2,2,1
40,2,1,0
41,1,1,0
46,2,3,0
40,2,1,0
33,0,0,0
39,3,2,0
46,1,1,0
52,1,0,0
36,0,4,0
50,2,2,0
37,1,6,0
36,0,0,0
35,0,0,0
47,0,1,0
35,0,0,0
48,0,1,0
45,1,1,0
36,0,2,0
47,0,2,0
37,1,2,0
37,0,1,0
47,1,1,0
34,0,0,0
39,2,1,0
36,0,0,0
39,0,2,0
36,0,2,0
30,1,3,2
33,0,0,0
42,2,1,0
37,0,1,0
30,0,3,0
38,2,0,0
40,0,1,0
35,1,12,0
49,0,0,0
37,1,0,0
47,1,0,1
35,0,5,0
39,1,3,0
38,2,0,0
31,0,2,0
38,1,0,0
29,2,1,0
40,0,1,0
38,0,2,1
33,1,1,0
32,1,1,0
37,3,1,0
35,0,0,0
38,3,3,0
33,0,3,0
23,0,0,0
32,1,2,0
40,0,2,0
45,1,2,0
37,2,3,1
41,1,0,0
39,0,3,0
35,1,3,0
34,1,1,0
36,1,1,0
35,1,3,1
41,2,0,0
31,0,2,0
38,1,4,1
36,2,2,1
38,1,1,0
43,0,2,0
40,2,1,0
29,0,10,0
48,0,3,0
30,2,1,0
38,0,1,0
26,0,2,0
42,1,1,0
41,0,2,0
39,2,0,0
42,2,1,0
38,1,3,0
41,0,6,0
30,4,1,0
35,0,1,0
33,2,0,1
45,2,2,0
47,1,3,0
44,3,1,0
38,0,1,0
35,0,2,0
26,1,3,0
34,4,3,0
26,0,0,0
39,2,3,0
29,0,8,0
46,0,5,0
37,2,2,0
38,1,3,0
17,1,5,0
36,1,1,0
33,0,12,0
32,0,0,0
31,0,0,0
38,1,2,1
36,0,1,0
36,1,1,0
30,1,2,0
40,1,1,0
30,1,4,0
43,1,2,0
39,1,2,0
39,0,1,1
30,1,1,0
23,3,14,1
38,0,6,3
43,1,2,0
49,1,2,0
38,1,2,0
46,0,4,0
40,1,1,0
31,1,5,1
39,0,1,0
25,1,3,0
33,4,3,0
44,0,0,1
42,1,0,0
40,0,1,0
44,2,0,0
41,2,1,0
42,0,3,0
39,2,0,1
28,0,7,1
35,0,4,0
48,0,1,0
34,0,8,0
28,2,14,1
24,2,1,0
44,0,1,0
44,0,0,0
48,2,3,1
36,0,2,1
30,0,2,0
31,4,2,0
30,1,2,0
39,0,0,0
34,1,1,1
44,1,0,0
43,0,2,0
44,2,2,0
43,0,1,0
42,0,5,0
38,1,1,0
31,0,1,0
31,2,1,0
35,1,1,0
37,0,2,1
46,4,8,0
31,0,1,0
31,3,5,0
38,0,3,0
40,2,0,0
25,0,2,0
36,1,2,0
31,0,5,0
35,1,1,0
37,0,1,0
28,0,6,0
37,2,1,0
42,1,1,0
33,2,7,0
36,2,5,0
47,2,2,0
40,2,2,1
19,0,7,0
33,1,3,0
39,0,3,0
45,0,0,0
45,0,1,0
43,0,2,0
45,0,1,0
32,0,3,0
30,0,2,0
33,2,0,0
32,1,8,0
41,0,2,1
44,2,2,0
40,4,3,0
46,1,4,0
23,1,9,0
29,1,4,0
50,0,3,0
42,1,2,0
41,0,3,0
31,1,3,1
38,1,3,0
42,0,0,0
48,1,1,0
30,2,1,0
34,2,8,0
41,2,2,0
38,2,1,0
40,1,3,0
31,1,3,0
32,1,1,0
25,2,0,2
45,2,0,0
28,2,0,0
34,2,4,0
40,0,4,1
41,0,2,0
29,0,4,0
30,0,2,0
42,1,1,0
36,1,2,0
41,1,2,0
37,3,0,0
42,2,1,0
34,1,0,1
33,0,2,0
39,0,0,0
49,2,2,1
35,1,1,0
36,0,2,0
30,1,10,0
43,2,1,0
30,0,3,0
48,3,3,0
28,1,3,0
32,1,1,1
37,1,0,0
30,0,1,0
28,1,1,0
43,1,0,0
39,0,3,0
39,1,0,0
43,1,2,0
38,1,1,0
40,1,2,0
28,1,1,0
46,3,1,0
22,4,9,0
39,3,0,0
42,1,1,0
54,0,0,1
42,0,1,1
40,0,1,0
36,0,2,0
31,2,2,0
42,0,6,0
35,1,3,0
35,0,4,0
33,0,2,0
50,0,0,0
38,0,4,0
33,0,0,0
48,0,1,0
49,0,0,0
32,4,1,0
35,1,1,0
46,2,2,0
39,0,0,0
42,0,0,0
39,2,1,0
36,1,2,0
32,1,4,1
40,0,2,0
39,1,1,0
50,3,3,2
28,3,0,0
43,0,0,0
30,3,3,0
53,1,3,0
33,0,2,0
27,1,2,0
46,1,1,0
32,1,6,0
41,3,1,0
34,1,1,0
33,1,2,0
37,0,5,0
33,0,0,0
32,0,10,1
40,2,4,1
26,1,4,0
29,1,1,0
46,1,0,0
37,1,6,0
36,0,3,1
42,2,7,1
36,2,0,0
33,0,3,0
41,1,1,0
38,3,4,1
43,0,0,0
34,1,1,1
32,3,0,0
33,3,3,0
30,1,2,0
33,1,6,0
45,3,0,0
24,3,1,1
42,0,0,0
37,7,4,0
38,0,2,0
46,0,11,0
39,1,6,0
33,1,0,0
40,0,5,0
32,2,2,1
29,2,8,0
29,2,1,0
39,1,1,0
33,2,3,1
36,2,2,0
33,1,2,0
36,2,2,0
40,1,4,1
29,1,0,1
41,0,3,0
31,0,10,1
44,0,1,0
44,2,1,0
31,2,2,0
29,0,2,1
36,4,0,0
36,2,1,0
40,0,0,0
33,1,6,0
30,1,1,0
31,0,2,1
38,0,0,0
32,1,3,0
41,2,3,0
47,0,1,0
43,2,1,0
45,1,0,0
32,0,7,0
41,1,1,0
33,0,1,0
40,1,5,0
42,0,0,0
30,0,1,0
26,1,1,1
28,2,3,0
36,1,1,0
22,1,7,1
37,1,2,0
34,2,9,0
32,1,6,0
28,0,3,0
41,0,2,1
35,2,2,0
36,0,0,0
27,0,3,0
35,0,1,0
39,1,2,0
47,0,2,1
31,0,1,0
35,1,3,0
37,0,2,1
33,1,6,0
51,0,2,0
30,0,4,1
38,0,2,0
46,0,3,1
33,1,0,0
37,0,1,0
27,1,4,0
37,0,0,0
35,0,3,0
34,4,2,0
40,0,5,0
29,3,9,2
33,1,4,0
33,1,1,0
33,0,1,0
31,1,9,0
31,1,1,0
43,0,0,2
30,1,1,0
35,1,1,0
36,2,2,0
30,0,2,1
36,0,3,0
39,1,0,0
37,2,3,0
37,0,2,0
39,0,2,0
32,2,0,0
42,0,0,0
42,0,6,0
39,1,1,0
39,2,3,0
38,4,1,0
36,3,0,0
44,0,0,0
41,4,1,2
44,0,2,0
47,2,2,0
29,0,3,0
35,1,1,0
26,1,1,0
39,2,4,0
36,4,1,0
32,0,0,0
35,1,3,0
42,0,2,0
45,1,2,0
24,4,1,0
41,0,2,0
33,1,4,1
38,2,2,0
21,1,1,0
33,1,2,0
47,0,1,0
35,2,1,0
34,1,1,1
28,0,0,0
35,1,3,0
35,0,2,0
37,0,3,0
36,2,2,0
30,0,5,2
25,1,0,0
32,0,8,0
36,0,1,0
35,0,1,0
36,0,6,1
35,1,4,0
46,3,2,0
43,1,1,0
44,1,2,0
35,3,0,0
45,1,1,0
53,0,0,0
38,0,7,0
34,1,0,0
25,1,9,0
47,1,5,0
37,0,0,0
33,1,1,0
28,2,1,1
38,1,1,0
23,1,1,0
28,1,1,0
38,0,0,0
44,1,0,0
31,0,2,0
52,1,4,0
40,0,2,0
38,1,1,0
32,0,0,0
28,1,7,0
37,0,3,1
38,2,1,0
33,0,3,0
40,1,1,0
28,1,1,0
33,0,2,0
32,0,5,0
32,0,4,0
25,1,3,0
47,2,3,0
46,3,4,0
30,3,0,0
38,2,0,0
32,0,2,0
43,0,2,1
43,3,6,1
32,2,0,0
37,1,0,0
41,0,2,0
32,2,4,0
40,1,1,0
41,1,3,0
47,1,1,1
24,1,2,0
39,3,1,0
37,2,3,0
32,0,2,0
39,0,1,0
22,3,9,2
49,0,2,0
28,1,0,0
36,1,2,1
32,0,5,0
43,3,2,0
35,0,1,1
39,1,1,0
35,1,2,0
33,0,0,0
47,2,1,0
16,2,7,0
35,0,3,0
21,3,4,0
30,2,3,0
44,1,0,0
37,3,0,0
27,1,3,0
44,1,0,0
41,2,1,1
38,1,1,0
31,0,3,0
30,0,7,0
30,0,9,0
34,1,1,1
42,0,1,0
39,3,3,0
40,0,6,0
38,0,4,0
48,1,1,0
33,0,1,0
43,1,4,0
54,1,0,0
32,1,1,0
29,2,2,0
36,1,3,0
44,0,5,1
47,0,1,0
40,1,2,0
35,0,2,0
31,1,2,0
33,3,9,0
35,2,5,1
27,0,2,0
26,1,1,1
39,0,1,1
35,1,3,0
36,2,3,0
37,1,1,0
35,0,0,0
28,3,1,0
30,1,2,0
34,0,2,0
33,1,1,0
27,0,2,0
31,2,1,0
27,1,7,1
35,0,0,0
29,1,4,0
39,4,1,0
33,0,5,0
31,1,0,0
36,1,2,0
43,0,2,0
21,0,1,1
44,5,2,0
39,0,2,0
38,0,1,0
32,2,7,0
30,0,1,0
43,0,1,0
47,2,0,0
39,1,1,0
27,1,1,0
42,3,1,0
36,1,2,0
44,2,4,0
41,2,10,0
30,1,2,0
29,0,0,0
41,2,1,0
40,1,6,0
36,3,1,0
43,2,1,0
39,1,2,0
38,2,1,0
31,2,3,0
34,1,4,0
25,1,7,0
36,2,1,0
25,3,13,0
32,1,1,0
50,0,2,0
45,1,2,0
33,0,1,1
39,0,0,0
44,1,1,0
42,0,2,0
37,1,6,0
32,1,2,0
28,3,0,0
35,2,1,0
48,2,2,0
39,2,4,0
30,0,2,0
37,3,1,0
43,0,2,0
32,2,2,0
42,0,1,0
41,0,1,0
42,1,2,0
34,1,0,0
40,3,9,1
46,1,1,0
25,0,7,0
44,3,1,1
45,3,2,0
36,3,3,0
50,4,0,0
35,1,2,1
39,0,1,0
41,1,3,0
35,2,2,0
39,1,2,0
32,1,3,0
37,0,1,0
26,3,1,0
43,1,0,0
33,1,4,0
36,1,2,0
30,2,3,0
42,1,1,0
36,1,1,0
30,1,4,0
38,0,4,0
37,1,0,0
30,0,3,0
32,0,8,1
36,3,4,0
41,2,1,0
37,1,2,0
49,0,4,0
38,2,1,0
40,2,2,0
33,3,1,0
36,0,2,1
34,0,3,0
48,2,3,0
32,1,1,0
26,0,0,0
26,1,0,0
35,4,1,0
28,1,6,0
31,1,1,0
36,0,2,0
36,1,1,0
32,0,1,0
49,1,2,0
44,1,2,0
48,0,2,0
41,1,2,0
27,0,2,0
44,1,3,0
40,2,1,0
35,2,1,0
32,1,0,0
22,0,5,0
36,0,3,0
41,0,1,0
41,1,1,0
28,0,0,0
41,1,2,0
41,0,0,0
40,0,2,0
36,0,4,0
37,0,2,0
34,1,0,0
38,0,2,1
34,2,1,1
35,0,2,0
46,0,2,0
33,1,2,0
20,1,12,0
30,1,1,1
24,1,2,0
41,0,0,0
36,2,2,0
27,0,3,0
42,1,1,1
44,1,2,0
40,2,3,0
25,1,5,0
40,1,1,0
34,2,2,0
36,1,3,0
36,0,1,1
26,2,13,0
37,1,3,0
46,0,6,1
49,1,3,0
36,1,4,0
27,4,0,0
30,1,2,0
30,0,1,0
30,1,5,0
37,1,2,0
39,0,0,0
32,0,2,1
41,1,1,0
29,1,7,0
33,2,0,0
30,1,1,0
37,0,1,0
35,1,3,0
33,0,0,0
35,2,1,0
40,5,0,0
37,1,3,0
32,0,0,0
36,1,2,0
37,0,3,0
47,2,1,0
40,0,1,0
38,0,2,0
42,3,1,0
37,1,1,0
37,0,0,0
33,0,4,0
39,0,4,0
51,1,0,0
31,3,1,0
31,1,3,0
35,2,2,0
49,2,1,0
38,0,1,0
33,0,2,0
28,0,5,0
32,0,1,0
45,1,2,0
37,1,3,0
33,2,4,1
28,3,2,0
40,2,0,0
41,2,6,0
39,1,2,0
45,0,0,1
35,0,10,0
41,2,4,0
37,2,0,0
40,2,0,0
37,0,2,0
30,0,6,0
38,0,0,0
32,0,0,1
25,0,1,0
40,0,2,0
45,0,0,0
32,0,1,0
36,0,3,1
30,0,2,0
41,4,0,1
30,1,3,0
33,0,1,0
33,2,5,0
36,1,2,0
44,1,1,0
30,0,5,0
38,0,1,0
35,1,3,0
40,0,0,0
35,0,1,0
37,1,0,0
40,0,3,0
36,1,4,0
42,0,1,0
25,2,7,1
45,0,0,0
40,0,0,0
42,1,1,0
33,1,10,0
37,1,2,0
29,2,3,0
32,0,1,0
39,0,1,0
47,2,1,1
38,3,0,0
36,2,2,0
38,0,2,0
29,2,3,0
35,1,2,0
35,3,0,0
47,1,2,1
43,0,5,1
35,1,2,1
29,1,1,0
45,3,4,1
30,2,6,0
36,2,0,0
35,0,9,1
43,0,3,0
31,1,2,0
41,0,2,0
37,2,1,0
30,3,2,0
40,1,2,0
34,0,3,0
37,0,2,1
39,1,3,0
43,0,2,0
41,2,1,0
41,0,0,0
38,0,4,0
29,1,3,0
41,4,3,0
43,0,1,0
36,1,4,0
31,2,8,0
41,0,1,0
29,0,1,0
34,0,0,0
44,1,1,0
37,2,3,0
43,0,8,0
34,1,5,0
43,1,3,0
28,2,1,0
33,0,4,0
37,0,2,0
27,1,0,0
35,0,6,0
46,1,5,0
37,1,7,0
36,1,14,0
49,0,2,0
44,0,1,0
34,1,3,0
42,0,5,0
44,0,2,0
41,0,2,0
39,1,3,0
28,2,3,0
47,1,0,0
46,2,0,0
29,3,3,1
37,0,8,1
44,2,3,1
36,0,0,0
32,0,0,0
43,0,0,0
30,1,1,0
38,1,3,0
24,0,13,0
34,0,1,0
44,0,2,1
31,0,1,0
34,0,2,0
29,1,0,0
34,2,1,0
41,1,1,0
37,0,2,0
37,0,0,0
38,3,0,0
43,0,2,0
35,0,7,0
46,0,7,0
45,1,1,0
40,2,2,1
36,0,0,0
37,1,0,0
36,2,2,0
35,2,2,0
41,4,1,0
35,1,3,0
37,0,4,0
26,2,2,0
34,2,11,2
43,0,4,0
25,4,1,0
45,1,1,0
36,0,2,1
33,6,1,0
44,0,2,0
37,3,5,0
38,0,1,0
30,2,2,0
33,2,6,0
35,1,2,0
43,0,0,0
35,0,1,0
37,1,6,0
43,0,4,0
41,1,1,0
39,0,1,0
45,1,0,0
28,0,1,0
36,1,0,0
47,2,0,0
32,0,1,0
38,2,1,1
56,0,2,0
36,0,0,0
39,2,1,0
38,1,0,0
36,0,6,0
33,0,2,0
37,2,0,0
46,1,0,0
35,3,5,0
