Per_Gene_Counts_Unaffected_Unaffected,Unaffected_Affected,Affected_Unaffected,Affected_Affected
44,0,1,0
41,1,0,0
34,4,0,0
41,1,6,1
28,3,1,0
52,1,4,0
36,3,2,0
44,3,0,1
37,3,1,0
35,1,0,0
31,10,2,0
32,5,0,0
32,1,3,0
37,3,1,0
33,5,3,0
44,1,1,0
47,2,1,0
31,1,3,0
44,0,1,0
27,0,0,1
25,0,3,0
40,2,3,2
32,3,1,0
32,8,4,1
36,3,0,0
30,8,4,1
39,0,1,0
29,0,4,0
41,0,2,0
37,3,2,0
38,2,2,0
33,2,3,0
44,5,2,0
33,3,0,0
30,1,2,0
47,3,1,0
40,1,1,0
48,0,2,0
39,0,2,1
40,0,3,0
36,1,0,1
42,1,2,0
39,1,2,0
27,2,4,2
47,0,0,0
40,3,2,0
39,0,0,0
42,0,1,0
40,1,3,0
29,1,1,0
41,1,2,0
37,2,0,2
41,4,1,0
41,3,3,0
43,1,2,0
45,1,1,1
38,0,1,0
46,1,2,0
32,4,0,3
37,1,2,0
29,4,0,0
39,1,3,1
42,2,1,0
33,2,1,1
38,3,0,1
38,3,0,0
32,3,1,0
46,3,5,0
27,1,0,0
39,4,0,0
47,2,1,0
50,2,2,0
41,1,2,0
30,2,1,0
42,3,1,0
25,1,0,0
38,3,3,0
38,0,0,0
36,0,0,0
42,4,2,1
33,1,0,0
26,0,0,0
36,2,5,0
39,0,2,0
33,3,0,0
39,2,6,0
39,8,2,1
27,1,2,0
33,3,1,0
26,1,1,0
45,1,1,0
39,0,6,0
38,1,1,0
26,2,3,1
33,2,1,0
30,5,3,2
49,0,1,0
33,3,0,1
23,0,2,1
41,3,0,1
35,3,2,0
42,1,0,0
33,1,1,0
30,6,4,0
40,0,2,0
31,3,6,2
36,0,1,1
37,2,3,0
33,0,1,0
46,1,1,1
41,0,0,0
35,0,0,2
33,1,5,0
47,0,0,0
21,5,5,0
35,2,3,0
40,0,0,0
35,0,0,0
50,3,0,1
32,0,1,0
26,7,0,0
33,0,0,0
40,0,2,0
28,0,0,0
32,0,2,0
42,1,5,0
30,3,5,1
39,2,0,0
38,0,0,0
36,0,0,1
37,1,2,0
32,0,1,0
35,3,4,0
32,4,1,0
34,3,1,0
39,3,0,0
27,1,1,1
21,5,1,0
37,2,0,0
28,2,0,0
42,3,2,0
36,4,2,0
41,2,1,0
38,1,1,0
44,0,3,0
40,1,1,1
41,5,2,0
32,5,1,0
47,4,0,0
33,7,1,0
36,0,1,0
35,1,0,0
31,2,1,2
36,1,0,0
40,0,1,0
34,6,1,1
36,1,5,1
33,4,3,1
33,1,1,0
44,0,0,0
33,2,1,0
39,2,0,0
36,1,0,0
44,5,0,0
44,0,1,0
43,1,1,1
38,0,0,1
32,0,7,0
41,1,0,0
37,5,1,0
35,0,4,0
24,4,1,0
35,5,1,0
41,0,1,0
36,0,2,0
41,0,0,0
42,1,3,0
35,2,1,1
23,4,3,1
44,5,1,0
32,1,0,0
35,0,3,0
40,0,3,0
28,0,1,0
29,0,2,0
31,1,1,0
31,1,0,0
39,1,0,1
30,8,1,0
34,0,1,1
35,1,1,0
40,6,2,0
35,0,1,0
26,0,2,1
50,1,0,0
50,2,3,0
35,0,2,2
39,1,0,0
43,3,1,0
39,1,2,1
49,4,1,0
36,0,1,0
27,2,0,1
39,2,1,0
48,0,5,0
40,1,1,0
37,6,5,3
26,0,0,0
49,2,0,0
38,2,0,0
20,6,0,1
47,0,1,0
42,5,2,0
36,0,1,0
36,1,1,0
38,0,0,0
38,2,1,0
45,0,0,0
40,3,2,0
38,1,2,1
41,2,3,0
35,4,2,0
32,0,0,0
38,3,2,0
47,5,0,0
55,1,0,0
34,2,0,0
29,2,0,0
39,4,3,0
29,0,5,0
30,0,2,0
41,1,1,0
37,0,1,0
36,1,2,0
42,0,1,1
42,5,1,0
36,0,4,0
36,1,0,0
29,4,0,0
44,0,2,1
42,2,0,0
30,3,1,0
41,2,4,0
29,3,0,0
43,1,0,1
29,1,0,0
47,1,2,0
34,1,0,1
35,4,0,0
33,2,0,0
33,0,1,0
35,7,0,0
39,0,0,0
34,0,3,0
36,4,1,0
42,3,4,0
44,5,0,0
35,0,3,0
41,0,0,0
36,0,2,0
34,2,0,1
46,1,2,2
36,4,0,0
35,8,0,3
36,5,0,0
40,0,1,1
35,3,3,0
40,0,0,0
30,0,3,0
31,8,4,0
32,2,0,0
40,3,0,0
49,3,1,0
24,6,1,0
43,0,1,0
54,1,1,0
37,2,4,1
23,0,4,1
38,3,4,0
41,1,1,0
35,1,1,1
42,0,4,0
30,4,0,0
35,1,3,0
40,5,2,0
28,1,1,0
34,1,1,0
50,0,0,0
45,1,0,0
35,2,1,1
24,0,0,0
36,2,2,0
42,2,2,0
47,2,1,0
42,2,3,0
26,7,1,0
27,4,0,0
40,2,4,0
47,2,1,1
23,4,1,1
42,6,1,0
34,1,1,0
46,3,1,0
26,0,5,1
43,0,2,0
41,3,2,0
43,1,1,0
41,0,0,0
32,8,0,1
42,0,2,1
38,1,1,0
38,2,2,2
33,2,1,0
42,3,2,0
43,2,2,0
26,4,4,0
43,0,1,2
30,2,2,0
40,1,1,0
29,1,2,0
36,0,3,0
31,2,0,0
38,1,5,0
40,0,1,0
36,1,1,0
34,2,1,0
32,1,0,0
38,1,0,0
41,0,0,0
39,1,1,0
41,1,0,0
31,5,1,0
42,2,1,0
34,0,0,0
28,2,0,0
22,7,1,0
36,4,1,0
56,0,1,2
35,3,0,0
42,4,1,2
40,0,0,0
35,0,1,0
27,0,0,0
42,3,3,0
31,3,3,0
32,4,2,1
37,4,0,0
37,3,2,0
34,2,1,3
41,1,3,0
41,2,3,2
33,2,2,0
34,2,1,0
38,3,3,0
40,4,0,1
37,1,0,1
43,2,0,0
32,1,0,0
37,1,3,0
34,1,3,0
31,3,5,0
43,0,2,0
41,0,0,0
45,0,1,0
34,0,3,0
37,0,0,0
33,0,0,0
36,2,0,0
35,0,0,0
30,4,2,0
34,0,1,0
41,2,3,1
44,1,2,0
25,1,2,0
36,0,5,2
35,0,4,0
33,2,1,0
32,1,1,0
41,4,1,0
36,2,0,0
28,5,2,0
24,3,1,1
43,1,0,0
27,0,2,0
33,0,0,1
32,1,0,0
31,1,1,0
37,0,1,0
44,1,4,0
37,0,4,0
32,3,0,0
32,0,3,0
29,0,3,0
32,2,2,1
36,1,3,0
40,0,0,0
39,1,0,0
37,3,0,0
36,2,1,1
33,1,1,0
30,0,2,0
31,2,0,0
27,7,0,0
26,1,0,0
47,6,1,1
36,0,0,0
32,3,2,0
37,7,1,0
36,1,2,2
38,0,1,0
41,0,3,1
33,8,0,2
26,3,4,0
38,0,2,0
42,0,2,0
33,6,3,0
40,2,0,0
36,2,7,1
40,8,1,0
42,4,0,0
32,3,1,0
36,2,3,0
36,1,1,1
36,1,0,0
37,1,4,0
39,1,2,0
42,4,0,1
41,2,4,0
31,1,1,0
37,1,1,0
34,0,5,0
53,2,1,0
30,6,3,1
38,8,1,0
29,2,0,2
25,3,2,0
36,1,1,0
43,7,0,0
40,4,1,0
37,1,3,1
35,3,2,1
36,1,1,0
37,6,3,0
44,4,0,0
39,1,3,0
43,1,1,0
40,0,1,0
22,1,0,0
33,0,2,0
37,2,0,0
25,3,2,0
27,1,4,0
26,0,2,1
26,1,0,0
36,1,0,0
38,0,2,0
36,1,0,0
29,1,1,0
40,2,0,0
29,7,2,1
37,2,2,1
45,4,4,0
45,2,2,0
42,2,3,0
32,9,0,1
41,3,0,1
33,5,1,0
36,0,1,0
45,1,1,0
31,2,1,0
44,6,0,0
20,8,0,0
35,8,1,0
32,3,0,0
39,5,1,1
41,2,0,0
39,1,1,0
29,5,2,2
35,2,1,2
37,3,1,0
33,2,0,0
42,5,0,2
27,1,0,0
27,4,3,1
39,4,1,1
36,1,4,0
38,0,1,0
45,3,0,0
51,2,1,0
34,0,2,0
34,1,0,0
36,0,0,0
39,4,0,0
33,0,3,0
40,1,1,0
31,2,0,0
41,0,0,0
39,1,2,1
49,1,2,1
46,6,6,0
42,2,0,1
30,1,1,0
33,1,0,0
46,1,0,0
43,2,2,0
33,3,5,0
42,1,7,0
41,1,1,0
39,8,2,0
32,7,1,0
41,5,1,0
36,2,0,1
31,2,0,0
35,10,3,1
37,1,0,0
31,1,1,0
39,7,1,1
25,3,0,0
43,1,3,0
34,3,1,0
47,1,0,0
24,2,0,0
44,2,2,0
51,2,0,0
34,4,0,1
36,2,1,0
35,5,1,2
41,0,2,0
36,3,1,0
45,0,0,0
35,0,0,0
36,4,4,0
30,2,0,0
51,0,2,0
37,3,0,0
44,1,0,0
38,0,5,0
36,0,1,0
43,1,2,0
48,3,1,0
34,0,1,0
37,1,0,1
33,3,1,0
46,0,0,0
34,6,7,2
35,0,3,0
19,5,0,0
38,3,2,0
29,0,1,1
29,2,1,0
29,1,2,0
47,1,1,0
36,1,4,0
44,0,1,0
35,6,2,2
39,4,0,1
29,0,3,0
41,2,7,0
43,1,3,1
35,0,0,0
43,0,3,0
47,3,1,0
37,1,0,0
35,1,2,0
35,1,8,0
40,1,2,1
28,5,0,0
34,1,5,0
45,0,4,0
43,2,0,0
45,2,1,0
30,2,1,0
27,4,2,1
37,3,5,1
39,1,0,0
25,6,0,0
40,12,1,2
37,3,1,0
35,1,1,1
38,0,0,0
28,3,0,0
31,4,1,0
42,4,0,0
39,1,1,0
39,2,3,1
41,0,1,0
27,6,0,0
32,2,0,0
26,3,1,1
35,2,0,0
32,0,3,0
31,0,1,0
37,0,3,0
36,0,0,2
48,2,2,0
37,1,2,0
42,3,0,1
32,1,1,0
39,2,0,0
36,0,0,0
38,6,0,0
39,3,2,0
37,2,3,0
30,1,1,0
35,0,2,0
35,2,3,0
46,2,1,0
40,1,1,0
30,4,1,0
29,2,1,0
26,3,0,0
31,1,2,0
41,3,1,0
38,2,3,0
41,2,3,0
31,3,1,2
34,2,2,0
42,1,1,0
33,2,1,0
39,3,2,0
34,7,2,1
47,1,1,0
34,5,0,0
25,4,1,0
23,2,1,0
48,1,1,0
33,2,7,0
30,4,1,0
33,3,2,0
44,1,0,0
36,2,1,0
42,3,0,0
46,4,2,0
41,0,1,0
45,7,1,0
34,2,2,0
40,4,0,0
39,1,2,0
47,2,0,0
39,4,1,0
45,1,1,0
30,2,3,0
28,0,3,0
40,1,0,0
39,3,0,0
39,4,2,2
30,5,2,0
41,0,0,0
35,5,0,0
39,2,2,0
41,1,0,0
34,4,2,0
40,1,1,0
38,1,2,0
36,5,1,0
45,0,1,0
28,1,2,1
32,6,2,0
46,0,3,0
37,0,1,0
35,6,0,0
38,2,2,0
36,1,2,0
31,0,2,0
34,3,3,0
32,0,1,1
40,2,3,0
41,3,1,0
46,1,0,0
24,2,5,0
44,1,1,0
38,1,0,0
54,1,1,0
39,1,2,1
28,4,3,0
26,2,1,0
43,0,1,0
37,4,2,0
48,0,0,0
33,2,5,0
37,1,1,0
42,1,1,0
31,1,0,1
37,2,0,1
43,0,3,0
38,1,1,0
42,3,2,1
40,1,3,0
33,1,0,0
43,6,1,1
33,4,1,0
39,2,0,0
32,2,2,3
44,1,2,0
33,4,2,2
34,3,3,0
32,0,3,0
35,5,1,1
46,1,2,0
31,0,2,0
42,0,0,0
31,5,0,0
47,7,0,0
26,5,1,0
37,3,1,0
31,2,0,0
41,2,4,0
44,2,0,0
48,1,1,0
38,6,1,0
41,2,3,0
28,3,1,1
35,4,0,0
34,1,0,0
45,0,1,0
44,1,0,0
29,7,0,0
53,1,2,0
33,0,0,1
30,1,0,0
54,2,0,0
37,8,1,0
39,2,1,0
31,3,0,0
45,5,2,0
32,1,2,0
39,3,1,0
42,1,0,0
43,1,1,0
27,4,2,0
33,1,4,0
42,3,7,0
49,0,1,0
40,2,1,0
45,0,1,0
27,8,0,0
32,2,1,0
30,3,2,0
28,3,1,0
34,1,1,0
29,1,1,0
28,0,5,2
33,7,1,0
38,3,2,0
25,1,0,0
32,3,0,0
41,5,1,0
38,1,0,0
39,1,2,0
29,2,0,0
41,2,4,0
39,2,1,0
41,3,1,1
37,5,0,0
35,1,1,0
38,3,4,0
39,2,1,0
43,2,2,0
35,2,2,1
28,0,1,0
35,2,0,0
28,4,2,1
44,6,2,0
34,1,1,0
31,1,4,0
46,0,3,0
46,2,0,0
37,2,3,1
38,0,1,2
28,1,1,0
38,4,4,0
31,4,0,0
39,1,1,0
51,2,1,0
44,3,1,0
43,1,3,0
39,1,0,0
41,1,0,0
29,2,3,1
45,1,0,0
37,3,5,0
30,2,4,0
29,0,0,1
36,1,3,0
39,0,2,0
33,7,3,0
40,0,0,1
28,1,1,0
36,2,1,1
46,0,2,0
38,1,0,0
42,0,7,1
28,1,2,0
42,0,2,0
30,1,1,0
43,1,0,0
35,2,0,0
40,5,1,0
38,2,0,0
28,5,2,0
31,2,1,0
38,2,3,0
34,1,1,0
37,4,1,0
40,0,1,0
39,0,2,1
41,1,0,0
29,4,2,0
33,0,0,0
50,3,4,0
50,2,1,0
33,0,5,0
41,2,1,0
41,1,1,1
45,0,1,0
36,1,1,0
31,1,3,0
34,1,6,0
31,2,0,0
40,2,0,0
32,1,0,0
49,0,1,0
40,4,0,0
36,3,5,0
38,2,1,0
30,1,3,2
47,1,0,0
33,1,3,0
32,0,1,0
32,5,5,1
40,4,0,0
34,3,1,0
30,3,0,0
42,1,0,1
42,0,1,1
36,3,1,0
23,2,0,1
31,0,1,0
32,1,0,0
32,3,3,0
32,1,0,0
35,5,1,0
44,1,1,1
48,1,3,0
38,2,1,0
41,0,2,0
36,3,1,0
55,0,1,0
40,3,3,1
44,0,1,1
27,0,2,0
38,4,2,0
29,4,0,0
33,2,0,1
37,0,1,0
34,2,0,0
31,9,0,1
38,2,2,1
35,0,3,0
33,2,0,0
34,6,2,0
37,0,0,0
26,0,6,0
29,0,3,0
45,2,1,0
45,2,1,0
27,7,2,0
37,1,2,0
33,1,1,0
43,2,0,0
22,5,1,1
31,9,0,0
34,6,3,2
33,2,3,0
34,3,2,0
27,1,0,1
43,5,2,2
40,0,1,0
35,0,2,0
33,5,3,1
29,3,1,0
38,6,0,1
32,3,2,0
49,1,2,0
44,2,1,0
36,1,1,1
43,2,1,0
44,2,0,0
31,6,0,0
33,12,0,1
33,0,4,2
34,2,1,0
32,4,1,0
42,5,0,0
30,1,0,0
28,1,1,1
38,1,1,1
22,9,1,0
38,4,0,0
51,2,2,0
23,14,1,1
35,0,1,1
35,2,1,0
29,5,6,3
38,0,6,0
34,3,3,0
31,2,1,1
41,1,2,0
33,0,3,1
44,4,1,0
39,9,0,0
26,1,0,0
31,2,2,0
32,0,2,1
32,0,1,1
34,3,1,0
43,4,0,0
40,4,0,1
36,8,0,0
28,1,1,0
44,6,6,1
26,4,2,1
39,3,0,0
41,1,1,0
43,1,2,0
35,2,3,0
40,1,2,1
44,3,2,0
44,3,1,1
49,1,1,0
33,1,2,1
35,0,2,0
33,2,2,0
46,1,0,0
36,1,2,0
34,3,1,0
34,1,0,0
37,2,5,0
37,4,0,0
37,0,1,0
39,8,0,0
32,4,2,0
30,6,4,0
41,9,3,3
36,2,2,0
38,1,1,0
32,2,0,0
28,1,0,0
33,2,1,0
40,0,1,1
35,1,3,0
42,6,3,0
38,0,1,1
31,6,1,0
28,4,0,0
36,5,4,0
29,3,3,0
38,1,1,0
37,3,1,0
42,1,4,1
37,1,0,0
42,0,1,1
27,1,1,1
34,2,1,0
41,3,0,0
32,7,0,1
35,1,2,0
37,1,1,1
43,1,8,0
36,2,0,0
37,2,0,0
37,4,0,0
42,0,0,0
33,2,3,2
32,0,1,0
29,5,2,1
41,1,1,1
35,1,1,0
37,1,3,0
43,2,1,0
22,2,1,0
45,0,3,0
39,1,0,0
36,0,3,0
34,0,0,0
54,1,0,0
47,2,0,0
46,2,1,0
44,1,2,1
29,2,2,1
44,2,2,0
34,0,2,1
38,2,0,1
38,3,1,0
38,1,4,1
47,1,2,0
45,1,0,0
45,0,2,0
42,1,0,0
28,13,0,3
43,4,0,0
38,1,1,1
34,1,0,0
39,0,0,0
44,2,3,0
27,1,2,1
30,2,0,0
29,0,1,0
39,2,2,3
28,1,1,1
30,4,1,1
35,1,5,0
32,3,1,0
42,4,2,0
39,1,1,0
50,1,3,1
43,1,1,0
38,0,0,0
36,1,0,0
50,0,5,0
41,3,0,0
32,5,0,0
44,4,1,0
34,1,1,0
35,1,2,0
37,2,1,0
35,4,0,0
32,1,6,0
29,5,0,0
46,2,2,0
50,0,1,0
39,2,1,1
37,2,0,1
40,1,1,1
28,4,1,1
35,5,3,0
49,8,0,0
40,0,2,0
24,3,4,0
35,0,3,0
37,2,3,0
28,2,0,0
37,0,2,0
38,3,1,1
26,1,5,0
37,1,0,0
35,1,0,0
29,5,2,1
44,2,1,1
51,1,1,0
30,7,0,0
35,1,1,0
28,5,0,0
31,1,1,0
36,3,0,1
38,3,2,0
46,2,1,1
43,4,2,0
42,3,0,0
38,1,0,0
33,2,1,0
31,0,4,1
37,4,0,0
29,0,2,1
33,1,0,0
39,3,2,0
42,1,3,0
35,1,2,0
47,5,1,0
24,8,6,0
33,7,0,0
48,2,1,0
30,2,6,0
32,1,2,0
39,0,1,0
35,1,1,0
31,2,0,0
36,2,2,0
38,1,1,0
34,1,0,0
50,5,2,0
28,2,4,0
38,1,1,0
32,0,1,0
25,5,1,0
29,1,2,1
39,4,0,0
34,3,0,0
28,3,6,0
39,1,1,0
31,5,1,0
32,5,0,0
31,2,3,0
46,3,0,1
27,1,2,1
34,2,0,2
37,5,0,0
36,1,2,1
44,5,0,1
32,0,3,0
35,0,1,0
36,6,0,0
32,1,1,0
36,1,2,0
34,1,0,0
32,0,2,1
30,4,2,2
36,0,0,0
38,2,0,0
34,1,0,0
41,1,3,1
44,2,1,1
34,2,1,0
38,2,1,1
34,1,0,0
36,1,3,0
26,1,1,0
37,4,1,0
39,3,0,1
28,3,5,1
31,2,1,1
33,3,0,0
42,1,1,1
36,2,1,0
43,1,3,1
40,0,1,0
41,3,1,1
38,1,1,1
26,0,1,0
44,3,1,0
29,2,2,0
36,3,2,0
52,3,1,0
40,1,1,0
40,0,1,1
27,2,0,1
36,1,2,0
53,3,3,0
35,0,1,0
35,1,1,0
37,4,1,0
35,4,3,2
53,0,0,0
32,2,1,0
37,1,0,0
35,4,6,1
34,2,2,0
33,3,1,0
35,2,5,1
31,0,4,0
45,0,0,1
34,0,0,0
24,1,4,0
33,4,2,0
32,4,0,0
34,1,2,0
36,1,3,0
36,0,0,0
35,3,0,1
46,1,0,0
22,4,0,0
37,5,0,0
38,1,2,0
36,3,1,0
36,3,0,0
30,5,0,0
33,3,4,1
31,0,1,0
47,2,0,0
32,0,0,1
53,2,1,1
37,1,0,0
32,0,4,0
28,7,5,0
31,5,1,2
40,0,0,0
27,0,2,0
29,3,2,0
42,4,2,1
35,7,1,2
24,3,1,0
36,0,2,0
29,5,1,1
38,1,1,0
30,5,0,0
41,6,1,0
40,0,2,0
27,0,4,0
26,7,1,0
25,0,1,0
28,0,0,1
34,0,1,0
51,2,2,0
43,6,1,0
32,4,0,0
30,2,1,1
35,2,0,0
27,0,0,0
41,0,1,0
44,4,3,1
35,1,0,0
44,0,1,0
46,1,1,0
36,2,6,0
39,0,0,1
37,2,0,0
39,1,2,0
25,0,1,0
43,0,0,0
48,0,0,0
48,0,1,0
29,3,2,0
33,1,0,0
32,1,0,0
39,1,0,0
41,1,2,1
30,5,1,0
32,1,0,0
30,1,0,0
38,4,3,0
26,2,1,0
44,3,2,0
35,4,0,0
34,0,3,0
37,1,1,0
31,0,0,0
44,4,0,0
39,4,1,1
37,1,1,1
39,1,2,0
26,3,1,0
38,0,0,0
36,0,0,0
26,3,4,0
37,0,1,1
34,5,0,0
39,3,0,1
40,0,0,1
35,2,0,1
36,2,2,0
42,4,0,0
41,1,0,0
34,1,0,0
32,5,3,2
38,3,2,0
28,1,2,0
39,4,3,0
28,5,0,0
34,4,0,0
37,3,0,0
46,0,2,0
37,2,1,1
31,5,0,1
26,1,3,1
36,3,1,0
37,3,1,0
29,4,1,1
40,4,0,0
24,4,3,0
30,7,1,1
44,1,0,0
33,2,0,0
36,1,3,1
38,1,0,0
37,4,0,0
43,0,5,0
34,0,2,0
30,3,3,0
44,3,1,0
30,6,0,1
35,1,2,0
43,2,1,0
44,0,0,1
30,6,0,0
34,1,0,0
29,0,3,0
41,2,2,0
34,0,1,0
37,5,2,0
33,0,1,1
39,2,2,0
54,3,1,0
27,10,2,2
55,1,1,0
45,1,0,0
31,1,1,0
28,0,2,2
35,1,0,0
41,1,2,0
36,1,1,0
32,2,0,1
31,0,0,0
27,0,6,0
38,0,0,0
33,3,0,0
46,0,0,0
36,4,0,0
31,3,1,0
43,2,0,1
32,1,2,0
34,5,0,0
33,0,1,0
35,0,2,0
25,1,0,0
35,2,3,0
38,2,1,0
42,1,0,0
29,5,1,0
32,0,1,0
40,0,4,1
39,0,0,0
36,0,5,0
44,0,0,0
31,3,1,1
33,3,1,0
32,4,1,0
37,4,1,0
35,0,2,0
32,3,1,0
34,1,1,0
38,1,0,1
43,1,3,0
34,1,0,0
34,3,1,0
28,2,4,1
32,7,2,0
38,1,2,0
39,2,1,1
41,2,4,1
41,0,3,0
44,3,1,1
36,3,1,1
28,1,4,0
37,1,0,0
34,1,3,1
52,2,1,0
36,1,0,0
40,2,0,0
36,3,0,0
32,6,2,1
31,1,4,0
33,2,2,1
41,0,1,0
43,5,2,0
27,1,0,0
42,2,0,1
39,1,2,0
30,0,0,0
40,3,1,0
35,1,0,0
39,3,0,0
37,5,0,0
40,1,2,0
27,2,0,0
44,0,1,1
41,0,2,1
43,1,0,0
34,8,1,1
26,1,0,0
53,3,0,0
31,1,0,0
28,1,3,0
35,2,1,0
35,2,0,0
43,1,2,0
39,4,0,0
36,4,3,1
35,1,0,0
41,1,4,0
47,2,5,0
31,2,0,0
29,0,0,0
38,1,4,1
39,2,2,0
25,6,2,0
37,0,1,0
31,7,4,1
41,2,3,0
39,0,4,0
43,8,1,0
39,0,1,0
29,1,0,0
37,0,1,0
26,2,2,1
30,5,0,1
31,1,3,0
37,5,1,1
31,1,0,0
56,1,4,0
33,1,0,0
36,1,0,1
32,5,3,1
33,1,1,0
32,4,0,1
33,2,1,0
32,9,1,0
27,5,1,1
33,2,3,0
37,2,1,0
32,1,1,0
33,4,2,0
36,4,0,1
31,4,2,2
43,2,1,0
39,1,3,0
32,1,0,1
37,0,3,0
39,4,2,0
40,1,0,0
45,2,4,0
32,2,0,0
46,2,2,0
43,2,1,0
37,4,1,1
33,1,1,0
34,3,0,0
39,2,1,0
44,2,0,0
30,2,3,2
39,0,1,0
28,1,1,0
35,7,1,0
39,0,2,0
39,2,0,0
31,2,0,0
46,2,0,0
31,1,0,0
29,6,1,2
29,4,2,2
37,2,2,0
35,3,1,0
32,6,0,0
47,1,2,0
31,1,2,0
28,1,1,0
43,1,2,0
34,6,2,1
35,0,0,0
43,0,4,0
32,2,1,0
41,1,0,0
38,0,1,0
43,4,0,0
36,0,4,2
26,4,0,0
41,4,3,1
29,3,4,0
33,1,3,1
42,1,0,0
43,2,0,0
33,2,1,0
41,1,3,0
34,4,1,0
38,0,2,0
37,7,0,0
36,8,1,0
38,2,2,0
33,3,1,0
35,0,3,0
41,1,5,0
31,2,1,0
49,2,0,0
32,0,0,0
36,4,1,0
26,0,0,0
29,2,1,1
28,1,4,0
39,0,2,0
47,0,2,0
37,1,3,2
42,0,1,0
34,1,1,1
43,1,3,0
44,2,0,0
43,0,0,0
38,0,1,1
31,5,4,0
39,0,0,1
38,2,0,0
42,1,2,0
33,1,2,0
35,0,5,1
44,1,1,0
34,1,0,0
39,4,0,0
38,0,0,0
41,2,0,0
32,2,1,0
30,3,2,1
36,6,0,1
40,1,2,0
33,4,1,0
44,2,0,0
35,2,3,0
36,2,2,0
34,10,0,0
33,2,2,0
27,2,0,0
35,2,1,0
39,0,2,0
46,3,0,1
42,1,1,0
41,0,1,0
36,3,1,1
25,3,0,0
38,1,1,0
34,1,1,0
51,0,2,1
34,2,0,0
38,0,4,1
36,4,2,0
31,4,3,1
56,3,2,0
43,3,1,0
37,1,0,0
42,1,0,0
42,1,0,1
47,1,1,0
35,5,0,0
37,7,0,0
36,3,0,0
28,1,0,0
29,0,2,0
27,5,0,0
45,3,1,0
42,1,0,0
44,2,1,1
37,7,0,0
41,6,0,0
39,2,2,0
44,1,0,0
34,0,2,0
32,1,4,0
35,1,2,0
36,1,0,0
47,1,1,1
47,4,0,0
41,0,2,0
30,0,3,1
