Per_Gene_Counts_Unaffected_Unaffected,Unaffected_Affected,Affected_Unaffected,Affected_Affected
38,0,2,0
41,4,4,1
45,1,2,0
22,2,2,1
34,2,3,0
39,1,0,0
30,0,2,0
48,1,5,0
40,0,0,0
37,0,3,0
36,1,0,0
37,2,0,2
39,3,1,0
33,0,3,1
41,5,3,0
54,0,3,0
40,0,1,0
37,0,3,0
45,1,2,0
48,0,1,0
36,1,3,0
26,1,0,0
37,2,2,1
48,1,1,1
36,0,2,1
36,2,2,0
33,0,3,0
34,5,2,1
39,0,3,0
41,0,0,0
33,1,1,0
35,0,3,0
49,0,2,0
36,4,3,0
35,1,1,0
36,2,2,1
32,2,1,1
46,1,2,1
44,3,0,0
39,3,1,0
36,0,0,1
37,1,1,0
41,0,2,0
35,4,0,0
46,1,1,0
41,1,1,0
37,0,2,1
39,1,0,0
43,0,1,0
39,1,3,0
36,3,0,1
37,1,0,1
39,5,1,0
43,0,0,1
33,0,0,0
53,2,2,0
40,0,1,0
46,2,2,0
36,2,1,1
35,2,1,0
45,2,1,0
45,2,0,0
32,1,8,2
30,1,1,1
34,1,0,1
38,1,2,1
41,0,5,1
44,2,1,0
34,3,3,1
42,0,2,0
36,3,3,1
39,1,3,0
39,1,0,0
40,1,1,0
38,0,1,0
37,0,0,0
32,0,1,0
37,1,3,0
34,0,1,0
26,0,2,0
27,3,2,0
37,0,2,0
35,0,0,0
46,1,2,0
51,0,2,1
38,0,0,1
43,3,2,0
29,1,3,0
50,1,4,0
31,0,4,0
27,3,3,0
42,4,1,2
43,1,1,1
38,1,0,0
43,0,3,1
40,2,1,1
37,0,2,0
30,3,1,0
34,1,0,0
36,1,0,1
33,0,3,0
43,2,3,2
33,0,1,0
29,0,1,0
45,0,1,0
35,0,4,0
31,1,0,0
36,2,3,1
32,0,0,0
51,2,5,0
37,2,1,0
36,2,0,0
40,1,2,1
35,2,0,0
38,1,3,0
43,1,2,0
31,1,0,0
32,2,2,1
39,3,1,0
40,0,1,0
43,1,1,0
50,1,0,0
42,0,2,1
50,0,6,1
35,0,4,1
39,2,0,1
31,1,2,0
36,2,1,0
43,0,4,0
35,0,3,0
39,1,4,1
38,0,2,0
29,1,1,0
25,2,4,1
39,3,3,0
36,0,0,0
27,1,1,0
39,0,6,0
28,1,1,1
39,4,4,2
39,0,1,0
58,0,1,0
34,0,0,0
42,0,4,0
34,1,0,0
40,0,3,0
42,0,1,0
38,3,1,1
31,0,5,1
33,3,3,1
37,0,3,0
35,1,0,1
50,1,2,0
42,1,5,1
46,4,2,0
39,3,1,0
35,0,1,1
33,0,0,0
41,0,2,0
42,4,1,0
24,1,4,0
37,1,2,0
45,0,1,0
41,0,2,0
30,0,1,0
28,1,0,0
37,3,0,0
44,1,2,0
33,1,3,2
34,2,0,0
38,1,4,1
36,0,2,0
44,0,1,0
49,4,0,0
33,1,4,0
26,1,3,1
37,3,3,0
48,0,1,0
44,0,4,0
39,2,1,0
43,2,1,0
40,0,2,0
32,2,3,0
31,1,4,0
44,0,0,0
40,4,1,0
37,1,4,0
39,1,1,0
34,2,2,1
33,2,2,0
34,1,0,1
31,1,1,1
40,0,4,0
48,3,2,0
39,1,2,1
43,0,1,0
34,1,4,1
39,1,3,0
39,2,1,0
33,0,1,0
31,3,0,0
31,1,1,1
31,2,2,0
44,6,1,1
21,3,3,0
31,2,2,0
37,0,3,0
31,1,1,0
41,0,1,0
29,0,3,0
34,0,1,1
39,1,2,0
49,1,2,0
34,0,2,0
43,1,2,1
39,0,1,0
38,0,3,0
34,1,0,1
33,1,2,1
40,2,2,0
42,1,0,0
46,2,1,1
39,3,0,0
33,2,0,0
49,0,0,0
31,0,0,0
42,1,1,0
44,1,2,1
48,2,2,2
31,0,1,0
39,1,0,0
42,1,0,1
40,1,2,0
27,2,0,0
42,0,2,0
39,0,1,0
33,2,2,0
45,4,1,0
41,1,2,0
34,0,1,0
33,3,2,2
36,0,3,0
30,1,1,0
39,3,2,0
48,1,5,0
29,1,1,1
35,0,0,0
32,3,3,1
27,0,1,1
34,4,1,0
42,0,1,0
41,2,2,1
36,2,1,0
28,0,1,0
30,1,5,0
34,7,0,0
34,3,3,0
39,1,0,1
34,0,2,2
40,5,1,0
31,1,2,0
43,2,1,1
41,3,3,0
28,2,0,0
39,1,1,1
31,1,2,1
47,0,2,0
41,3,1,0
34,0,1,0
41,0,1,0
36,0,4,0
40,2,2,0
33,0,1,2
32,2,1,0
28,2,2,1
36,1,2,0
32,1,1,0
42,0,3,0
33,1,1,0
42,0,2,0
39,0,0,0
39,1,0,1
34,1,4,0
34,4,2,0
32,0,0,2
32,2,1,0
37,2,1,0
32,0,3,0
39,2,3,0
30,2,3,0
40,2,1,1
37,1,2,1
32,1,2,0
28,1,1,0
35,2,2,0
40,1,1,1
36,1,0,0
44,1,1,0
31,1,2,0
43,0,6,0
43,4,4,1
46,0,0,0
37,0,1,0
39,0,2,0
33,2,2,0
42,0,0,1
26,0,5,0
29,1,2,2
36,3,1,1
38,5,0,0
40,2,4,0
39,2,2,0
34,0,2,0
28,3,2,0
33,2,4,0
31,6,0,0
33,0,2,1
43,3,0,1
53,0,3,0
36,1,5,0
43,1,1,1
29,0,4,0
36,1,2,0
36,3,4,0
33,1,2,0
35,1,3,0
40,1,3,0
35,1,1,1
32,0,1,0
37,3,1,0
36,5,1,0
33,0,0,0
28,2,0,1
29,0,2,0
38,0,1,1
33,0,1,0
47,0,0,0
27,0,1,0
29,1,1,0
38,1,3,0
29,2,0,0
38,2,5,0
35,0,1,0
30,1,2,3
38,0,0,0
31,0,5,0
35,2,1,0
31,1,2,0
37,1,2,2
41,0,1,1
29,2,3,0
44,2,0,0
46,1,0,0
41,2,4,0
34,0,1,0
31,0,1,0
29,1,2,3
29,0,1,0
36,0,1,1
46,1,0,0
36,1,2,0
41,3,0,0
41,0,3,0
31,2,6,0
32,1,0,1
44,5,1,1
36,1,3,0
35,0,2,0
41,1,0,0
37,3,1,0
43,2,3,0
37,5,0,0
31,1,1,1
29,6,2,1
35,2,5,2
34,2,2,1
31,2,1,4
32,1,3,0
42,0,0,0
36,1,0,0
36,0,0,0
33,1,4,0
37,1,1,1
24,2,1,1
42,1,0,0
28,1,1,1
38,1,2,0
31,0,2,1
28,0,3,4
37,0,1,0
39,1,3,0
38,0,0,0
43,1,1,1
33,0,3,0
33,1,1,0
35,3,2,0
44,0,2,0
38,0,3,0
30,2,2,0
32,1,1,1
36,2,2,1
43,3,2,0
28,1,2,0
40,4,4,0
36,0,2,0
36,3,1,0
42,0,1,0
31,1,3,1
30,0,3,0
38,0,1,0
43,3,3,1
31,0,2,0
47,1,1,1
26,0,2,0
35,1,1,0
32,1,1,0
41,4,3,0
36,0,5,1
35,0,1,0
50,3,1,0
35,3,4,1
43,0,0,0
41,3,3,0
39,0,1,0
37,1,1,1
37,4,1,1
31,1,1,0
35,2,3,0
39,1,2,0
40,0,4,0
27,1,2,0
36,2,0,0
33,1,1,1
49,0,0,0
37,0,4,0
38,1,0,0
38,1,5,0
35,0,0,0
43,0,5,0
40,1,2,0
39,3,3,0
33,4,3,1
41,1,2,0
33,0,6,0
44,2,1,0
38,1,2,0
31,1,1,1
41,3,0,0
47,3,0,0
36,0,3,0
39,0,2,0
31,3,1,0
43,0,3,0
40,0,0,0
39,2,0,0
42,0,1,0
43,3,1,0
31,0,0,1
40,2,3,0
30,0,5,0
24,1,2,0
31,1,1,0
28,2,0,0
38,1,2,1
38,2,0,0
44,2,0,0
38,3,3,1
33,3,1,0
34,1,0,0
35,0,2,0
38,2,2,2
39,1,1,0
43,2,1,1
36,0,0,0
22,1,0,1
29,1,2,1
34,0,2,0
35,1,0,0
40,1,1,0
29,0,0,0
39,2,0,0
38,0,4,1
31,2,2,1
38,1,2,0
42,2,2,0
30,1,0,0
30,1,3,0
34,2,1,1
36,0,0,0
33,0,1,0
33,0,1,0
32,1,2,0
32,5,1,2
39,1,1,0
46,3,2,1
41,2,1,1
31,1,1,0
40,0,1,0
42,0,3,1
42,3,2,1
49,0,2,0
42,1,2,0
31,1,1,0
31,0,0,0
43,1,1,0
36,1,2,0
40,1,4,1
37,1,2,0
54,0,1,0
39,0,0,1
33,0,0,0
49,0,1,0
34,0,0,0
40,3,2,0
40,1,1,0
38,1,0,1
24,1,1,0
33,2,2,1
47,1,0,2
38,2,1,0
32,0,1,0
31,1,1,0
30,0,3,2
47,0,3,0
32,1,4,0
39,1,3,0
41,0,2,0
45,2,2,0
48,0,1,0
33,1,2,0
29,1,1,0
32,1,0,0
36,1,1,0
39,1,0,0
46,1,2,1
39,0,1,0
34,5,2,0
34,5,3,1
35,1,2,0
33,2,0,0
39,1,2,0
44,2,3,0
23,1,4,0
29,3,2,0
41,1,0,0
37,0,0,0
40,0,3,0
43,1,2,1
44,2,1,0
28,1,1,0
25,5,3,1
33,0,1,0
36,3,0,1
32,3,2,0
41,0,3,0
48,0,1,0
39,2,2,0
31,1,3,0
39,2,2,0
36,1,1,1
50,2,0,0
36,2,1,1
37,0,1,0
43,4,2,0
47,0,0,0
34,1,2,0
40,1,0,0
43,1,1,0
36,1,3,0
40,0,3,1
32,0,4,0
38,1,2,0
43,3,0,0
31,1,3,0
37,4,1,1
46,0,2,0
41,1,1,0
30,1,1,0
39,0,3,0
35,2,0,0
43,1,2,0
36,3,1,0
39,2,6,0
31,2,2,0
45,2,2,0
29,0,0,0
38,0,2,1
42,0,2,0
33,0,0,0
38,0,1,0
34,0,2,0
35,2,0,0
38,1,6,0
39,1,2,0
37,0,2,0
34,1,1,0
38,1,2,0
35,2,1,0
52,1,1,1
31,1,1,0
39,1,1,0
35,1,1,0
25,1,1,0
41,1,1,0
43,0,0,0
42,1,1,1
43,3,4,1
40,2,6,0
34,0,0,0
39,1,1,0
30,2,3,0
33,2,2,1
39,1,2,0
44,3,4,3
34,3,3,1
43,2,2,0
36,0,4,0
40,1,2,0
30,1,0,0
42,0,3,0
39,0,1,0
34,1,4,1
36,0,1,0
36,0,2,1
23,2,2,0
42,2,0,0
36,2,1,0
31,1,2,0
39,1,3,1
39,1,2,1
31,1,2,0
43,1,1,0
37,0,2,1
35,4,3,0
41,2,1,0
30,1,1,0
27,0,1,0
34,0,1,1
38,1,2,0
29,3,2,0
33,1,2,0
29,2,1,0
32,3,4,1
37,2,0,0
34,3,2,0
37,1,1,0
34,0,3,0
32,1,2,0
31,2,1,0
26,4,1,1
42,0,0,0
36,2,0,0
33,1,1,0
39,3,0,4
48,0,5,0
39,2,2,0
33,2,5,0
45,0,1,0
37,0,0,0
43,1,0,0
39,2,1,0
34,0,4,1
34,1,2,1
39,1,2,0
46,2,1,0
29,1,2,0
33,2,2,1
38,1,2,0
41,3,1,0
32,1,1,1
34,1,3,1
39,0,2,0
38,0,0,0
33,1,4,0
35,5,1,0
30,3,4,2
25,2,0,0
40,0,1,0
26,4,0,0
43,1,2,0
38,4,3,0
38,1,3,1
29,0,1,0
35,2,2,1
41,0,1,0
39,0,0,0
43,0,3,1
38,2,1,0
26,0,1,0
39,1,0,1
30,1,2,0
30,1,3,0
39,1,2,0
31,0,0,0
29,2,3,0
45,0,0,2
37,0,2,0
29,1,3,0
44,1,4,1
29,0,3,1
28,0,2,1
41,1,5,1
33,2,0,1
43,2,1,0
28,1,1,0
33,0,3,2
25,5,0,0
32,0,1,0
45,2,1,2
28,0,0,2
26,1,0,1
42,2,3,0
49,2,1,0
39,0,1,0
26,0,1,0
44,1,1,1
29,3,1,0
31,3,3,0
37,0,6,0
42,0,1,0
25,2,0,0
36,1,0,0
38,1,2,0
39,2,1,0
37,1,0,1
39,4,4,1
34,0,1,0
46,2,3,0
33,0,2,0
40,0,2,0
36,1,0,0
39,2,4,0
43,0,1,0
30,1,3,0
31,1,2,0
40,4,2,0
31,1,0,0
33,1,1,1
46,0,5,0
30,1,4,0
32,3,1,1
40,3,4,0
36,3,2,0
29,1,2,0
43,0,0,0
26,1,5,2
42,2,0,0
35,1,2,0
37,2,2,0
35,0,4,0
50,2,1,1
27,1,0,2
38,2,4,1
34,1,0,0
32,0,1,0
34,1,3,2
47,0,0,2
40,0,1,0
27,1,4,0
36,0,2,0
37,0,1,2
31,2,6,0
45,1,1,0
29,2,2,1
40,3,3,1
36,1,1,0
34,0,5,0
27,3,4,0
39,2,0,0
36,1,1,0
33,0,0,0
41,0,2,0
40,2,3,2
33,2,1,0
48,2,1,1
37,2,2,0
33,0,5,0
30,0,0,1
45,0,1,0
31,4,1,0
40,1,4,1
27,2,4,2
34,3,1,1
27,0,4,0
32,0,1,0
34,0,2,1
41,1,3,0
35,1,3,0
30,1,2,0
31,1,2,2
49,0,4,1
38,2,1,0
29,0,1,0
47,1,2,0
48,1,1,0
40,1,3,0
36,1,2,0
34,0,0,0
38,0,1,0
35,1,0,0
41,2,0,0
33,1,2,0
34,4,0,0
34,0,2,0
28,0,3,0
38,1,4,0
43,2,7,1
40,0,0,0
36,0,1,0
44,1,0,0
32,1,1,0
39,0,0,1
34,0,1,1
28,0,1,0
47,4,3,1
46,1,4,0
38,4,1,0
39,1,2,0
28,1,0,1
33,0,2,0
26,6,2,1
45,2,3,0
44,1,1,0
36,3,2,0
32,0,3,1
38,2,3,0
34,0,1,0
47,3,2,0
33,0,0,0
39,1,3,0
35,1,2,1
40,5,1,0
52,0,0,1
42,0,3,0
43,0,1,0
38,1,2,0
41,1,1,1
32,0,2,0
42,0,4,0
37,0,2,0
50,1,5,0
33,4,0,0
33,0,4,2
28,3,0,0
37,3,0,0
40,3,1,0
30,0,0,0
39,2,2,0
34,0,4,0
35,1,1,1
31,4,1,0
39,0,2,0
33,1,3,0
31,0,0,1
41,2,1,0
36,3,2,0
35,1,1,0
41,1,2,0
42,0,2,1
28,3,1,1
34,0,2,1
38,0,1,0
42,1,0,0
42,3,0,0
36,2,2,0
27,4,3,0
34,1,0,0
36,1,4,0
47,6,3,2
35,2,0,0
39,3,4,0
49,2,0,0
42,0,1,1
32,2,0,0
32,1,2,0
42,1,2,1
38,2,4,0
44,1,4,1
52,0,0,1
26,0,3,0
39,0,1,0
42,1,0,0
29,4,2,0
53,3,2,1
49,1,0,0
43,0,0,0
42,0,0,0
34,0,3,0
31,3,1,1
60,0,2,0
34,2,2,0
38,0,2,0
38,0,0,0
45,2,2,0
29,0,1,0
33,0,1,2
35,3,2,0
38,0,1,0
39,0,2,0
42,2,4,0
34,1,1,0
33,1,1,0
41,1,1,0
38,4,1,1
36,1,2,0
40,2,0,1
29,0,2,1
26,5,1,0
30,2,2,0
39,1,1,0
37,0,2,0
52,3,2,0
47,1,5,0
50,1,1,1
45,2,3,0
28,1,3,0
34,2,2,0
31,0,2,0
33,2,1,0
39,1,2,0
48,3,2,2
37,1,1,1
31,4,2,0
38,0,2,0
34,1,1,0
39,2,1,0
35,0,2,0
47,0,2,1
45,2,2,0
31,1,2,1
32,3,3,0
40,0,3,0
41,2,1,0
41,1,3,0
49,2,3,1
44,0,3,1
51,1,3,0
35,4,2,0
41,1,1,0
45,2,2,0
47,1,0,0
41,1,2,2
40,0,0,0
39,1,2,0
42,0,5,0
36,1,3,0
33,0,1,0
42,2,3,0
37,2,2,0
35,0,1,0
34,2,1,3
42,2,3,0
28,2,1,1
34,1,1,0
35,3,2,1
32,2,1,2
38,3,0,0
33,1,2,1
40,2,1,0
32,2,2,1
29,1,2,1
42,3,5,0
26,0,1,0
43,2,2,0
39,1,2,1
27,2,0,0
28,3,1,0
21,4,1,3
33,0,4,1
31,3,1,2
31,0,4,0
39,1,2,1
34,1,5,2
32,0,1,0
36,2,2,1
32,1,2,0
30,4,2,1
39,0,1,0
47,8,4,0
41,1,1,0
34,1,4,0
47,0,4,0
41,2,1,1
30,1,1,2
35,2,3,0
45,2,5,0
24,0,2,0
32,2,2,0
38,1,1,0
37,2,1,0
37,0,1,1
44,2,4,0
42,0,3,0
42,4,1,1
36,0,2,0
38,0,0,1
29,0,2,1
35,0,2,1
32,0,3,0
35,1,0,0
39,0,0,0
35,3,1,0
36,0,3,0
30,2,2,0
28,0,1,0
31,2,4,1
27,3,2,0
34,3,2,0
30,2,1,0
33,2,0,0
40,0,2,2
25,2,3,0
40,1,2,0
35,2,2,1
39,1,1,1
41,1,0,0
28,2,0,1
26,3,0,1
37,0,1,0
33,3,1,2
31,2,2,1
42,1,1,2
35,1,0,0
39,4,1,0
45,2,2,0
39,2,4,1
30,1,1,0
40,1,3,0
30,1,2,1
36,2,2,0
36,0,3,0
42,3,1,0
33,0,1,0
32,0,0,0
37,0,1,0
46,1,1,0
31,2,1,0
43,3,1,2
37,1,2,0
33,1,0,1
39,1,2,0
43,1,1,0
35,0,3,1
43,0,1,1
31,0,2,1
45,1,3,2
43,2,1,0
38,0,3,0
35,2,2,0
32,0,0,0
29,2,6,0
36,1,3,0
30,1,4,1
45,1,1,0
36,3,2,1
31,1,1,1
43,2,2,1
35,0,0,0
27,0,0,0
40,0,4,0
33,6,1,0
45,3,1,1
30,1,1,0
39,0,0,0
37,3,1,0
32,4,3,2
44,1,3,0
29,0,1,1
28,1,1,0
44,1,1,0
38,0,0,0
36,0,1,0
43,2,0,0
43,0,2,1
38,0,1,0
34,0,3,0
36,1,3,1
34,2,0,0
37,0,6,0
39,2,4,0
33,0,1,0
39,0,2,0
30,1,2,0
41,1,4,2
27,1,3,2
45,0,1,0
38,0,0,0
40,1,1,0
45,2,2,0
29,0,3,1
32,0,1,1
38,0,0,0
47,2,2,0
33,0,1,0
34,2,1,0
33,2,2,0
32,3,0,0
42,2,0,0
27,0,0,1
34,3,3,1
35,1,2,0
47,2,2,0
31,3,2,1
32,0,3,0
31,0,3,1
47,1,1,0
39,1,1,0
42,0,2,1
44,0,3,1
44,2,2,0
41,0,2,0
29,1,1,0
37,3,5,0
33,1,0,1
38,1,1,0
45,0,1,0
31,0,4,1
38,0,3,0
36,3,2,0
29,2,3,0
35,0,0,1
25,2,4,0
34,2,2,0
30,5,2,1
40,4,0,0
46,1,2,0
23,1,3,2
41,2,1,1
31,0,2,1
31,1,0,0
43,1,0,0
39,2,0,0
39,1,1,0
32,0,0,0
27,1,1,1
29,1,3,2
31,4,3,1
32,3,1,0
34,1,2,0
31,0,0,0
33,0,0,0
33,1,2,2
35,0,0,1
33,0,1,0
41,0,4,1
35,0,0,0
40,0,2,0
37,1,0,0
42,0,2,1
22,1,3,0
38,0,3,0
31,0,2,0
32,3,2,1
40,1,0,2
40,1,1,0
33,2,3,0
39,1,1,1
40,2,2,0
36,0,1,1
19,3,2,0
32,1,3,0
30,2,1,0
41,1,7,0
44,1,0,0
32,0,2,0
32,0,1,1
38,3,7,1
35,1,1,0
36,0,3,0
47,0,6,0
39,2,1,0
34,2,1,1
31,0,1,2
35,1,1,0
44,1,0,1
35,4,0,0
48,0,4,0
29,4,3,0
45,1,0,1
37,1,4,1
37,1,4,1
28,0,4,1
35,2,3,0
40,2,2,1
40,0,1,0
38,1,6,1
40,0,1,1
37,2,5,1
37,0,0,1
30,0,0,0
44,2,3,0
34,3,3,1
26,2,0,0
40,1,3,1
42,1,1,0
35,0,1,1
31,2,3,0
35,2,2,0
31,1,4,0
49,2,0,0
36,2,3,1
39,2,0,1
37,1,3,0
27,1,0,0
28,5,4,2
37,2,1,1
38,0,2,0
38,1,0,1
33,2,4,0
49,0,2,1
36,1,3,0
32,1,1,1
39,1,1,0
39,0,5,0
31,1,3,0
39,3,1,0
32,1,0,0
30,2,3,0
44,2,4,0
30,2,1,2
38,1,1,1
43,1,2,0
42,0,4,1
31,1,4,1
40,4,0,0
36,1,3,0
29,3,0,0
28,0,5,0
41,0,0,0
34,1,3,0
38,1,2,1
37,1,1,0
49,1,3,0
31,2,0,0
37,0,2,0
36,0,1,0
31,1,3,1
38,2,2,2
33,1,0,0
37,1,2,0
33,1,3,0
45,0,2,0
50,5,1,0
40,0,1,0
40,0,0,0
37,0,1,0
49,1,0,0
42,2,1,0
39,0,1,2
33,2,3,0
36,2,2,0
33,0,2,0
30,1,1,1
39,0,0,1
30,1,2,0
29,0,1,0
42,1,3,0
39,1,2,1
43,2,4,0
35,0,2,1
38,3,3,0
32,0,0,0
46,1,0,0
36,1,2,0
41,5,2,0
44,2,0,0
41,3,1,0
35,3,2,1
39,2,1,0
41,1,0,0
40,0,1,0
35,1,6,0
32,0,3,1
36,1,1,0
40,0,1,1
37,3,3,1
30,0,4,1
41,2,1,0
41,0,0,1
32,1,2,1
42,0,1,0
38,1,1,0
38,0,3,0
42,4,2,1
41,1,5,0
38,0,2,0
48,0,1,0
31,0,1,3
33,0,3,1
40,0,0,0
34,2,0,1
42,1,1,1
25,0,2,0
41,2,0,0
30,8,3,1
35,0,0,0
34,0,0,0
39,1,2,0
38,2,2,0
30,2,2,0
46,0,0,0
25,1,2,1
33,0,2,2
33,1,1,0
30,0,1,1
35,4,2,1
47,1,0,0
27,2,2,0
36,0,5,0
33,4,3,0
40,1,1,1
43,3,4,1
26,1,5,2
39,1,2,0
33,1,0,0
42,3,1,0
35,6,0,0
35,0,2,1
42,1,5,0
34,2,0,0
33,1,2,0
37,0,0,0
43,1,1,0
32,1,3,0
33,0,3,0
42,0,1,1
35,1,3,0
26,0,2,0
32,1,2,0
40,0,2,1
35,2,0,0
34,1,1,1
38,1,5,0
40,1,2,0
41,0,4,1
39,3,2,0
30,0,3,0
42,0,2,2
29,3,3,2
45,1,1,0
32,1,4,0
37,7,2,1
26,0,3,0
55,1,3,0
41,1,0,0
32,0,2,0
48,1,1,0
31,1,1,0
35,3,1,1
33,0,4,2
40,0,2,0
52,4,2,1
34,2,0,0
25,2,1,0
25,1,3,3
33,1,1,0
40,0,3,0
34,3,1,1
31,1,2,0
42,1,0,1
42,1,0,0
38,1,2,0
41,1,0,0
41,1,1,1
28,0,1,0
32,3,0,1
30,1,4,1
40,1,2,1
38,1,3,0
39,0,1,1
38,4,1,0
38,0,4,0
38,4,0,0
26,1,4,0
33,2,3,0
33,3,4,1
39,5,2,0
41,0,0,1
34,0,1,1
33,2,1,0
42,2,1,1
37,5,2,0
27,0,4,0
35,2,4,0
30,1,1,1
33,0,3,0
36,2,1,0
38,1,2,0
46,1,1,0
33,1,2,1
27,7,1,2
41,0,1,0
40,2,3,0
39,1,0,1
38,2,2,1
32,1,1,1
34,1,0,0
36,1,3,0
36,0,0,0
45,3,3,0
25,1,1,0
36,2,3,0
38,1,1,1
30,1,1,0
37,4,2,2
43,2,1,0
38,0,1,0
36,0,0,0
34,0,3,1
37,1,3,2
38,5,2,1
43,0,2,2
29,0,2,0
37,2,3,0
45,1,0,1
30,0,1,0
38,1,3,0
43,0,3,0
39,2,1,0
33,3,3,0
43,2,2,0
40,1,0,1
36,1,3,1
31,3,2,0
39,1,1,0
29,3,6,0
36,4,0,0
36,1,0,0
35,1,1,0
46,0,1,2
35,0,7,0
41,1,1,1
38,0,2,1
36,0,1,0
31,1,1,0
27,2,0,0
44,3,3,0
38,2,0,0
34,1,2,1
45,1,2,0
30,1,1,0
34,2,4,0
28,0,2,2
33,0,2,0
29,1,1,0
37,0,1,1
41,0,1,1
35,0,4,1
39,0,0,1
29,3,6,0
40,1,2,2
44,3,0,0
43,3,3,1
32,2,5,1
47,3,1,0
37,1,4,0
34,0,2,1
32,2,1,1
33,0,1,1
37,3,1,1
28,2,4,0
40,0,4,0
37,1,5,0
36,0,0,0
39,2,2,0
39,0,1,0
39,3,3,0
45,1,2,1
34,1,0,0
38,0,4,0
36,1,0,0
30,3,2,1
28,4,3,0
38,1,1,0
27,3,5,1
33,0,0,0
34,0,1,2
28,1,1,0
42,2,0,2
36,0,4,0
37,1,0,0
31,4,5,2
48,1,2,1
40,1,2,1
54,3,0,1
37,0,1,0
42,0,1,0
39,1,0,1
41,0,4,1
33,2,1,2
35,2,4,0
35,1,0,1
40,3,2,0
34,2,3,0
34,2,1,0
31,0,1,0
34,1,0,0
29,4,3,0
33,0,2,1
40,0,6,0
29,0,1,0
32,1,3,0
37,1,0,1
36,4,0,1
45,2,1,0
33,2,0,0
44,2,3,0
35,4,0,0
33,1,1,0
28,0,2,1
29,2,4,0
48,1,0,0
31,0,1,0
42,3,1,1
38,0,2,0
35,1,0,0
26,0,1,0
46,0,3,0
31,0,2,0
34,0,1,1
34,0,4,0
38,5,3,0
28,6,4,0
45,0,0,1
35,0,2,0
38,1,0,0
30,3,1,0
44,2,0,0
50,0,3,1
32,1,1,0
47,0,2,1
41,2,0,0
28,0,1,0
42,4,1,0
27,0,3,0
28,3,0,0
35,1,3,0
35,2,5,0
32,0,1,0
29,3,1,2
